institution,codigo,name,classification,type,departamento,provincia,distrito,ubigeo,address,codigo_DISA,red,microred,category,phone,opening_hours,longitude,latitude
Gobierno Regional,2330,Ancahuasi,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Cusco,Anta,Ancahuasi,80302,Otros Centro Poblado Ancahuasi / Ancahuasi / Anta / Cusco Centro Poblado Ancahuasi / Ancahuasi / Anta / Cusco Ancahuasi Anta Cusco ,11,2,3,I-3,084 313025,CONSULTA EXTERNA 08:,-72.30079513,-13.45640875
Gobierno Regional,2328,Compone,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Anta,Anta,80301,Otros Comunidad de Compone S/N / Anta / Cusco S/N Comunidad de Compone S/N / Anta / Cusco Anta Anta Cusco ,11,2,3,I-2,084-313025,CONSULTA EXTERNA 08:,-72.21375922,-13.49870701
Gobierno Regional,2329,Conchacalla,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Anta,Anta,80301,Carretera Carretera Anta - Conchacalla / Anta / Cusco Carretera Anta - Conchacalla / Anta / Cusco Anta Anta Cusco ,11,2,3,I-1,084-313025,08:00-15:00 horas,-72.20103875,-13.50898467
Gobierno Regional,2326,Anta,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Cusco,Anta,Anta,80301,Jirón Junin S/N° / Anta / Cusco S/N Jirón Junin S/N° / Anta / Cusco Anta Anta Cusco ,11,2,3,I-4,084-313025,08:0-20 horas,-72.14629207,-13.46247723
Gobierno Regional,2327,Chacan,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Anta,Anta,80301,Otros Comunidad Campesina Chacan S/N / Anta / Cusco S/N Comunidad Campesina Chacan S/N / Anta / Cusco Anta Anta Cusco ,11,2,3,I-1,084-313025,08:00 - 14:00 horas,-72.13157971,-13.43298664
Gobierno Regional,2331,Cachimayo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Anta,Cachimayo,80303,Avenida Leonidas Rodriguez Km 15 Cachimayo/Anta/Cusco Avenida Leonidas Rodriguez Km 15 Cachimayo/Anta/Cusco Cachimayo Anta Cusco ,11,2,3,I-2,084-237953,08:00- 14:00,-72.06550477,-13.47985829
Gobierno Regional,6972,Pantipata,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Anta,Chinchaypujio,80304,Otros Comunidad Pantipata / Chinchaypujio / Anta / Cusco Comunidad Pantipata / Chinchaypujio / Anta / Cusco Chinchaypujio Anta Cusco ,11,2,3,I-2,084-313025,CONSULTA EXTERNA 08:,-72.33524942,-13.58198667
Gobierno Regional,2332,Chinchaypujio,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Cusco,Anta,Chinchaypujio,80304,Calle Calle Ccorca S/N /CHINCHAYPUJIO / Anta / Cusco S/N Calle Ccorca S/N /CHINCHAYPUJIO / Anta / Cusco Chinchaypujio Anta Cusco ,11,2,3,I-3,084-313025,08:00-14:00 horas,-72.23181533,-13.62931925
Gobierno Regional,2333,Huarocondo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Anta,Huarocondo,80305,Calle Calle San Martin S/N Huarocondo / Anta / Cusco S/N Calle San Martin S/N Huarocondo / Anta / Cusco Huarocondo Anta Cusco ,11,2,3,I-2,084-313025,08:00-15:00 horas,-72.20528441,-13.41621274
Gobierno Regional,2334,Huayllacocha,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Anta,Huarocondo,80305,Carretera Kilometro 13 Carretera Izcuchaca / Huarocondo / Anta / Cusco Kilometro 13 Carretera Izcuchaca / Huarocondo / Anta / Cusco Huarocondo Anta Cusco ,11,2,3,I-1,084-313025,08:00-15:00 horas,-72.16768318,-13.40653666
Gobierno Regional,2336,Limatambo,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Cusco,Anta,Limatambo,80306,Calle Calle Rimacpampa S/N / Limatambo / Anta / Cusco S/N Calle Rimacpampa S/N / Limatambo / Anta / Cusco Limatambo Anta Cusco ,11,2,4,I-4,084-830243,08:00-20:00 horas,-72.44248445,-13.47721288
Gobierno Regional,2337,Pampaconga,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Anta,Limatambo,80306,Calle Calle Chaccllancca S/N Pampaconga / Limatambo / Anta / Cusco S/N Calle Chaccllancca S/N Pampaconga / Limatambo / Anta / Cusco Limatambo Anta Cusco ,11,2,4,I-2,084-830252,CONSULTA EXTERNA 08:,-72.40171145,-13.44335116
Gobierno Regional,10761,Uratari,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Anta,Limatambo,80306,Otros Comunidad Uratari S/N S/N Comunidad Uratari S/N Limatambo Anta Cusco ,11,2,4,I-2,084-237953,08:00-15.00 horas,-72.39532774,-13.5020014
Gobierno Regional,21061,Huamanpata,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Anta,Mollepata,80307,Otros Manzana I  Lote -1 Centro Poblado Huamanpata Manzana I  Lote -1 Centro Poblado Huamanpata Mollepata Anta Cusco ,11,2,4,I-1,084-237953,08: 00 - 15:00 horas,-72.57487403,-13.51796312
Gobierno Regional,2338,Mollepata,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Cusco,Anta,Mollepata,80307,Calle Calle Emancipacion S/N / Mollepata / Anta / Cusco S/N Calle Emancipacion S/N / Mollepata / Anta / Cusco Mollepata Anta Cusco ,11,2,4,I-3,084-830118,08:00 - 18:00 horas,-72.52748252,-13.51035681
Gobierno Regional,2339,Pucyura Anta,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Cusco,Anta,Pucyura,80308,Otros Via Cusco - Abancay Km 20 / Pucyura / Anta / Cusco Via Cusco - Abancay Km 20 / Pucyura / Anta / Cusco Pucyura Anta Cusco ,11,2,3,I-3,084-313025,08:00-15:00 horas,-72.11159704,-13.48130811
Gobierno Regional,2340,Zurite,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Anta,Zurite,80309,Calle Calle Garcilazo S/N / Zurite / Anta / Cusco S/N Calle Garcilazo S/N / Zurite / Anta / Cusco Zurite Anta Cusco ,11,2,3,I-2,084-313025,08:00-15:00 horas,-72.25572579,-13.4560665
Gobierno Regional,10759,Huaran,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Calca,80401,Otros Comunidad Huaran S/N S/N Comunidad Huaran S/N Calca Calca Cusco ,11,2,6,I-1,084-237953,08:00 - 15:00 horas,-72.02793652,-13.30973296
Gobierno Regional,2341,Calca,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Cusco,Calca,Calca,80401,Calle Calle Calca S/N / Calca / Cusco S/N Calle Calca S/N / Calca / Cusco Calca Calca Cusco ,11,2,6,I-4,084-202474,08:00 - 20:00 horas,-71.95949633,-13.32199764
Gobierno Regional,10762,Accha Alta - Pampallacta,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Calca,80401,Otros Comunidad Accha Alta S/N S/N Comunidad Accha Alta S/N Calca Calca Cusco ,11,2,6,I-1,084- 237953,08:00-- 15:00 horas,-71.89868784,-13.24063333
Gobierno Regional,2343,Coya,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Coya,80402,Calle Calle Jose Balta N° 126 / Coya / Calca / Cusco Calle Jose Balta N° 126 / Coya / Calca / Cusco Coya Calca Cusco ,11,2,5,I-2,084-250225,08:00-15:00 horas,-71.90050452,-13.38738643
Gobierno Regional,2344,Lamay,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Cusco,Calca,Lamay,80403,Calle Calle Maynique Sin Numero / Lamay / Calca / Cusco Calle Maynique Sin Numero / Lamay / Calca / Cusco Lamay Calca Cusco ,11,2,5,I-3,084-250224,08:00 - 15:00 horas,-71.91687458,-13.36346588
Gobierno Regional,7146,Poques,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Lamay,80403,Carretera Carretera Pisaq - Comunidad Poques / Lamay / Calca / Cusco Carretera Pisaq - Comunidad Poques / Lamay / Calca / Cusco Lamay Calca Cusco ,11,2,5,I-1,084-237953,08:00 -15:00 horas,-71.87730206,-13.31292686
Gobierno Regional,7145,Huama,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Lamay,80403,Otros Comunidad Huama S/N / Lamay / Calca / Cusco S/N Comunidad Huama S/N / Lamay / Calca / Cusco Lamay Calca Cusco ,11,2,5,I-1,084-237953,08:00-15:00 horas,-71.87267868,-13.33677054
Gobierno Regional,6975,Sayllafaya,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Lamay,80403,Otros Comuidad Sayllafaya / Pisac / Calca / Cusco Comuidad Sayllafaya / Pisac / Calca / Cusco Lamay Calca Cusco ,11,2,5,I-2,084-237953,"08:00 A 20:00 HORAS,",-71.76418492,-13.25938404
Gobierno Regional,2345,Ccachin,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Lares,80404,Otros Camino de Herradura A la Comunidad de Rosaspata / Lares / Calca / Cusco Camino de Herradura A la Comunidad de Rosaspata / Lares / Calca / Cusco Lares Calca Cusco ,11,2,6,I-1,084-237953,08:00 - 15:00 horas,-72.05718225,-13.03399561
Gobierno Regional,2347,Lares,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Cusco,Calca,Lares,80404,Calle Calle Ollanta S/N / Lares / Calca / Cusco S/N Calle Ollanta S/N / Lares / Calca / Cusco Lares Calca Cusco ,11,2,6,I-3,084-237953,08:00 - 18:00 horas,-72.04490084,-13.10216016
Gobierno Regional,2346,Choquecancha,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Lares,80404,Plaza Plaza de Armas de Choquecancha / Lares / Calca / Cusco Plaza de Armas de Choquecancha / Lares / Calca / Cusco Lares Calca Cusco ,11,2,6,I-1,084-237953,08:00 - 15:00 horas,-72.03644273,-13.03715322
Gobierno Regional,2361,Suyo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Lares,80404,Otros Comunidad Suyo S/N / Lares / Calca / Cusco S/N Comunidad Suyo S/N / Lares / Calca / Cusco Lares Calca Cusco ,11,2,6,I-2,084-237953,08:00- 15:00 horas,-71.98912513,-12.79568172
Gobierno Regional,2342,Amparaes,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Lares,80404,Carretera Carretera Trocha Valle de Yanatile S/N / Lares / Calca / Cusco S/N Carretera Trocha Valle de Yanatile S/N / Lares / Calca / Cusco Lares Calca Cusco ,11,2,6,I-2,084-846357,08:00 - 15:00 horas ,-71.94661173,-13.05263672
Gobierno Regional,2348,Pisac,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Cusco,Calca,Pisac,80405,Avenida Amazonas S/N  / Pisac / Calca / Cusco S/N Avenida Amazonas S/N  / Pisac / Calca / Cusco Pisac Calca Cusco ,11,2,5,I-4,084-203157,08:00 - 20:00 horas,-71.8527449,-13.4225552
Gobierno Regional,2349,Cuyo Chico,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Pisac,80405,Otros Comunidad Cuyo Chico / Pisac / Calca / Cusco Comunidad Cuyo Chico / Pisac / Calca / Cusco Pisac Calca Cusco ,11,2,5,I-1,084-237953,08:00-15:00 horas,-71.83292968,-13.4100371
Gobierno Regional,2351,Quello Quello,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Pisac,80405,Otros Comunidad Quello Quello S/N / Pisaq / Calca / Cusco S/N Comunidad Quello Quello S/N / Pisaq / Calca / Cusco Pisac Calca Cusco ,11,2,5,I-1,084-250203,08:00 - 15:00 horas,-71.8139756,-13.38612108
Gobierno Regional,2350,Cuyo Grande,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Pisac,80405,Carretera Carretera Pisac - Colquepata Comunidad Cuyo Grande / Pisac / Calca / Cusco Carretera Pisac - Colquepata Comunidad Cuyo Grande / Pisac / Calca / Cusco Pisac Calca Cusco ,11,2,5,I-1,084-830467,08:00-15:00 horas,-71.80150216,-13.3939258
Gobierno Regional,2352,San Salvador,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Cusco,Calca,San salvador,80406,Carretera Carretera Pisac - San Salvador Sin Numero / San Salvador / Calca / Cusco Carretera Pisac - San Salvador Sin Numero / San Salvador / Calca / Cusco San Salvador Calca Cusco ,11,2,5,I-3,084-250248,08:00- 20:00 horas,-71.7817515,-13.49051377
Gobierno Regional,6970,Tiracancha,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,San salvador,80406,Otros Comunidad Tiracancha Sector Centro S/N San Salvador / Calca / Cusco S/N Comunidad Tiracancha Sector Centro S/N San Salvador / Calca / Cusco San Salvador Calca Cusco ,11,2,5,I-1,084-237953,08:00 - 15:00 horas,-71.69395023,-13.44239028
Gobierno Regional,7144,Patabamba,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Taray,80407,Otros Comunidad Patabamba / Taray / Calca / Cusco Comunidad Patabamba / Taray / Calca / Cusco Taray Calca Cusco ,11,2,6,I-1,084-237953,08:00 -15:00 horas,-71.91603685,-13.42032443
Gobierno Regional,2354,Huancalle,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Taray,80407,Carretera Carretera Cusco - Pisaq Comunidad Huancalle / Taray / Calca / Cusco Carretera Cusco - Pisaq Comunidad Huancalle / Taray / Calca / Cusco Taray Calca Cusco ,11,2,5,I-1,084-237953,08:00-15:00 horas,-71.8765721,-13.45535999
Gobierno Regional,2353,Taray,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Taray,80407,Calle Esquina de Las Calles Garcilazo Y Rosario / Taray / Calca / Cusco Esquina de Las Calles Garcilazo Y Rosario / Taray / Calca / Cusco Taray Calca Cusco ,11,2,5,I-1,084-237953,08:00 A 20:00 HORAS ,-71.86721343,-13.42629833
Gobierno Regional,2363,Tupac Amaru Quellouno,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Yanatile,80408,Otros Tupac Amaru / Yanatile / Calca Tupac Amaru / Yanatile / Calca Yanatile Calca Cusco ,11,3,3,I-1,084-812432,"07:30 A 15:30 HORAS,",-72.497462,-12.42378548
Gobierno Regional,2359,Putucusi,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Cusco,Calca,Yanatile,80408,Calle Calle Andres Moro�A S/N / Yanatile / Calca / Cusco S/N Calle Andres Moro�A S/N / Yanatile / Calca / Cusco Yanatile Calca Cusco ,11,2,8,I-3,084-812429,08:00-15:00 horas,-72.49016601,-12.61651334
Gobierno Regional,2360,Quesquento,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Yanatile,80408,Carretera Carretera Calca - Quellouno Localidad Quesquento / Yanatile / Calca / Cusco Carretera Calca - Quellouno Localidad Quesquento / Yanatile / Calca / Cusco Yanatile Calca Cusco ,11,2,8,I-1,084-237953,08:00 - 14:00,-72.40742504,-12.62130816
Gobierno Regional,7142,Chancamayo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Yanatile,80408,Carretera Carretera Calca - Quellouno Localidad Chancamayo / Yanatile / Calca / Cusco Carretera Calca - Quellouno Localidad Chancamayo / Yanatile / Calca / Cusco Yanatile Calca Cusco ,11,2,8,I-1,084-237953,CONSULTA EXTERNA 08:,-72.37764164,-12.6260396
Gobierno Regional,2358,Muyupay,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Yanatile,80408,Carretera Carretera Calca - Quellouno Localidad Muyupay / Yanatile / Calca / Cusco Carretera Calca - Quellouno Localidad Muyupay / Yanatile / Calca / Cusco Yanatile Calca Cusco ,11,2,8,I-1,084-237953,08:00-15:00 horas,-72.36054447,-12.64434798
Gobierno Regional,6971,Combapata Yanatile,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Yanatile,80408,Otros Comunidad de Combapata / Yanatile / Calca / Cusco Comunidad de Combapata / Yanatile / Calca / Cusco Yanatile Calca Cusco ,11,2,8,I-1,084-237953,08:00-15:00 horas,-72.30650165,-12.64516307
Gobierno Regional,2355,La Quebrada,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Cusco,Calca,Yanatile,80408,Jirón Paytiti S/N Quebrada Honda / Yanatile / Calca / Cusco S/N Jirón Paytiti S/N Quebrada Honda / Yanatile / Calca / Cusco Yanatile Calca Cusco ,11,2,8,I-4,084-830030,CONSULTA EXTERNA 8:0,-72.27705896,-12.6845797
Gobierno Regional,6973,Bellavista,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Yanatile,80408,Otros Comunidad de Bellavista S/N / Yanatile / Calca / Cusco S/N Comunidad de Bellavista S/N / Yanatile / Calca / Cusco Yanatile Calca Cusco ,11,2,8,I-1,084-237953,08:00 - 15:00 horas,-72.23942023,-12.54329591
Gobierno Regional,2362,Huachibamba,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Yanatile,80408,Carretera Carretera Calca - Quebrada Localidad Paltaybamba / Yanatile / Calca Carretera Calca - Quebrada Localidad Paltaybamba / Yanatile / Calca Yanatile Calca Cusco ,11,2,8,I-1,084-813834,08:00 - 15:00 horas,-72.20976985,-12.72602068
Gobierno Regional,2357,Colcca Yanatile,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Yanatile,80408,Prolongacion Prolongacion Calle San Jose S/N Localidad Colcca / Yanatile / Calca / Cusco S/N Prolongacion Calle San Jose S/N Localidad Colcca / Yanatile / Calca / Cusco Yanatile Calca Cusco ,11,2,8,I-2,084-812426,08:00-15:00 horas,-72.13711941,-12.84551829
Gobierno Regional,2356,Ccorimayo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Calca,Yanatile,80408,Otros Valle de Lacco Comunidad Ccorimayo/ Yanatile / Calca / Cusco Valle de Lacco Comunidad Ccorimayo/ Yanatile / Calca / Cusco Yanatile Calca Cusco ,11,2,8,I-1,084-237953,08:00-15:00 horas,-72.09762208,-12.69114263
Gobierno Regional,2367,Chitibamba,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Canas,Checca,80502,Otros Chitibamba Chitibamba Checca Canas Cusco ,11,4,1,I-1,#984090028,08:00 A 15:00 HORAS ,-71.48632354,-14.44853577
Gobierno Regional,2366,Checca,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Canas,Checca,80502,Avenida Progreso Sin Numero / Checca / Canas / Cusco Avenida Progreso Sin Numero / Checca / Canas / Cusco Checca Canas Cusco ,11,4,2,I-2,#984090042,08:00 - 15:00 horas,-71.39526853,-14.47355485
Gobierno Regional,7700,El Descanso,Centros de salud con camas de internamiento,Establecimiento de salud con internamiento,Cusco,Canas,Kunturkanki,80503,Otros Autopista Cusco Arequipa Sin Numero / Kunturkanki / Canas / Cusco Autopista Cusco Arequipa Sin Numero / Kunturkanki / Canas / Cusco Kunturkanki Canas Cusco ,11,4,2,I-4,#984090013,07:00 A 20:00 HORAS ,-71.3067295,-14.53354717
Gobierno Regional,2370,Condeviluyo,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Canas,Langui,80504,Otros Comunidad Condeviluyo / Langui / Canas / Cusco Comunidad Condeviluyo / Langui / Canas / Cusco Langui Canas Cusco ,11,4,2,I-1,#990305569,"08:00 A 15:00 HORAS,",-71.3446947,-14.36281477
Gobierno Regional,2369,Langui,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Canas,Langui,80504,Calle Calle Jose Olaya S/N / Langui / Canas / Cusco S/N Calle Jose Olaya S/N / Langui / Canas / Cusco Langui Canas Cusco ,11,4,2,I-2,#990305552,"08:00 A 20:00 HORAS,",-71.27314148,-14.43363929
Gobierno Regional,2371,Layo,Centros de salud o centros medicos,Establecimiento de salud sin internamiento,Cusco,Canas,Layo,80505,Calle Calle Laramani S/N / Layo / Canas / Cusco S/N Calle Laramani S/N / Layo / Canas / Cusco Layo Canas Cusco ,11,4,2,I-3,#990305508,"08:00 A 20:00 HORAS,",-71.15590908,-14.49606087
Gobierno Regional,2372,Pampamarca,Puestos de salud o postas de salud,Establecimiento de salud sin internamiento,Cusco,Canas,Pampamarca,80506,Otros Pampamarca / Pampamarca / Canas /CUSCO Pampamarca / Pampamarca / Canas /CUSCO Pampamarca Canas Cusco ,11,4,1,I-2,987053376,08:00 A 15:00 HORAS ,-71.4595516,-14.148171
